user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
www.Bitcoiners.radio,online,"https://t.co/9rnCIJPm3b
https://t.co/6t38tJX0H9
https://t.co/AZ2ktdJUTp
https://t.co/QsSyq9U1e8
https://t.co/3etXhQyRoE
https://t.co/dyQCosWmuZ
https://t.co/Dh1HDJn65R",2020-07-06 17:04:03,175.0,281,1629,False,2021-02-10 21:43:49,Tune in to @giacomozucco - Attending The 100k Party Dressed As Britney Spears. #113 by Once BITten!… https://t.co/Bbc8OxUEs8,,Integromat,false
www.Bitcoiners.radio,online,"https://t.co/9rnCIJPm3b
https://t.co/6t38tJX0H9
https://t.co/AZ2ktdJUTp
https://t.co/QsSyq9U1e8
https://t.co/3etXhQyRoE
https://t.co/dyQCosWmuZ
https://t.co/Dh1HDJn65R",2020-07-06 17:04:03,175.0,281,1629,False,2021-02-10 21:43:49,Tune in to BREAKDOWN: How Nigeria and India Are Dealing With Crypto Bans by CoinDesk Podcast Network… https://t.co/7pctqcQ4MZ,,Integromat,false
CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 21:43:28,"⬇️ Seller alert: 22 $BTC sold into the bid @ 44514
  https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,false
Adam Meister,,Personal responsibility is the new counterculture. #Bitcoin- Buy and hold. Strong hand. Deferral of gratification. Your home for $BTC insider information!,2009-06-22 09:46:40,13117.0,93,3,False,2021-02-10 21:43:03,"LIVE at 4:50PM #Miami time- The 1 #Bitcoin show- The #Tesla $BTC All-time high! #Dogecoin noise, #BTC virus silline… https://t.co/UOTXREFr90","['Miami', 'Bitcoin', 'Tesla', 'Dogecoin', 'BTC']",Twitter Web App,false
Meester,,Learn - Teach - Change,2021-01-28 19:30:59,25.0,64,320,False,2021-02-10 21:42:50,"this is how @stratisplatform helps and facilitates talent!  what a great team and community! 
#strax #BTC #ETH… https://t.co/qHnfgqkCwf","['strax', 'BTC', 'ETH']",Twitter for Android,false
There's a Sub for That,,There's A Sub For that Podcast: The Front Podcast of the Internet,2020-01-30 18:48:06,12.0,17,5,False,2021-02-10 21:42:11,"Shocking! ⚡️ 
#btc #bitcoin #energy  https://t.co/gYR5I9T5bw","['btc', 'bitcoin', 'energy']",Twitter for iPhone,false
SkiPolack,,Investor/Trader,2019-09-30 16:43:55,30.0,178,1877,False,2021-02-10 21:41:03,"@DavidVorick Maybe not. From 2018, 
“Mining For Bitcoin and other cryptocurrencies require more energy than entire… https://t.co/alobyTYxf9",,Twitter for iPhone,false
Telegraph Technology Intelligence,London,The latest news and reviews from the @Telegraph's Technology Intelligence team,2009-01-29 14:10:39,82628.0,239,1,True,2021-02-10 21:39:54,".@LFDodds has more on Twitter saying it could follow Tesla's lead with a major investment in the #Bitcoin 👇

The mo… https://t.co/2CfvWRj8rb",['Bitcoin'],TweetDeck,false
PTC Webstar #NieMehrCDU,,,2013-09-15 21:19:40,263.0,599,4636,False,2021-02-10 21:39:26,Earn Cashback on every purchase you make! Paid out as #Cryptocurrency !!! https://t.co/jBtdGS0Pub #Bitcoin #BTC #Blockchain #HodlGang,"['Cryptocurrency', 'Bitcoin', 'BTC', 'Blockchain', 'HodlGang']","Cheap Bots, Done Quick!",false
Benny,Global,"📉Financial Investment Expert
📈Experienced Forex Trader
🚀200% Guaranteed profit🤑
📩 Dm to invest in our trading platform today.
#bitcoin $bnb $doge $xrp #trx",2020-12-17 19:46:24,950.0,115,79,False,2021-02-10 21:39:18,"Congratulations and thanks for your feedback.
#invest #bitcoin #forex #dogecoin #doge #btc https://t.co/RWgKe9M7ju","['invest', 'bitcoin', 'forex', 'dogecoin', 'doge', 'btc']",Twitter for Android,false
Monethical,,"#crypto analysis and reports from two legacy markets guys
https://t.co/NpiMYQV8nW

#BTC #cryptocurrencies #CryptoTwitter #CryptoNews",2017-10-21 10:03:59,583.0,45,1943,False,2021-02-10 21:39:00,"Top #Crypto trend and momentum: $WAN, $BTS, $ICX, $IOST, $RLC are the best coins 

Read: https://t.co/P2Vppz2X7q… https://t.co/JU4X2hS1Fw",['Crypto'],Twitter Web App,false
#MakeADifference,Online,"Are you ready to make a difference?

Get $100

by downloading the free app

https://t.co/aCR3jEahTa

Prioritize People Over Profits & Help Local Businesses",2015-05-02 16:54:25,78779.0,46656,120853,False,2021-02-10 21:37:58,https://t.co/7BtLJplR4j Lindsay Lohan Tweets ‘Bitcoin to the Moon’- Celebrities Are Flocking to #Crypto in Great Nu… https://t.co/kZGRq2pNzx,['Crypto'],Twibble.io,false
David,,"i'm a OGM
#bitcoin #btc",2010-08-30 16:13:54,245.0,304,2367,False,2021-02-10 21:37:56,Fast and Furious #bitcoin #btc #Tesla #payments https://t.co/aLuyuXtWQZ,"['bitcoin', 'btc', 'Tesla', 'payments']",Twitter Web App,false
Ethereum Shelby,,"Riding shitcoins for ETHEREUM since early 2017
               Free alpha: https://t.co/O6ImSMtJrE 🤫🧐💎🚀",2012-06-12 18:11:07,8600.0,1066,7452,False,2021-02-10 21:37:23,"I bought #Bitcoin 4 years before @elonmusk 
That is my curriculum.
#btc #eth","['Bitcoin', 'btc', 'eth']",Twitter for Android,false
💯Electronic-Cash💱,World Wide 🌎,Unofficial #bitcoin #Crypto magazine #btc #blockchain news Peer-to-Peer Electronic Cash System #BTC 💹3CYArHjXx7tWPQcjvmXR4LYQTHnG9wHxrS🎁,2009-01-24 17:59:34,609.0,601,3,False,2021-02-10 21:37:07,"#btc @SquawkCNBC: '""We've done a lot of the upfront thinking to consider how we might pay employees should they ask… https://t.co/SWmRCntxDT",['btc'],The Tweeted Times,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 21:36:13,"#DUSKBTC hit the first red flag (TP1).🚀🚀🚀

22 % profit in the bag already.💰💰💰

#dusk #duskbtc #duskusdt $dusk #btc￼… https://t.co/NvECw2BrVt","['DUSKBTC', 'dusk', 'duskbtc', 'duskusdt', 'btc']",Twitter Web App,false
Forex Zone,United States,"The Forex Zone forum is for #Traders about everything #Forex and #Crypto related.

Free Expert Advisors, Indicators, and Signals. Join free at https://t.co/8GScanuwML",2018-08-09 18:00:38,93.0,58,4730,False,2021-02-10 21:35:56,"Congratulations to Forex Zone member 'kawanlama972' who used their forum points to get 3570 $BURST

Get Burst sent… https://t.co/NQPoU857pS",,Twitter Web App,false
DaniloS,"Berlin, Deutschland",#Bitcoin,2015-11-13 23:36:17,6.0,20,129,False,2021-02-10 21:35:31,@elonmusk make incredible profits #Bitcoin #BTC #Tesla #Apple with copy trading. follow the top traders with this l… https://t.co/KE1rox03wm,"['Bitcoin', 'BTC', 'Tesla', 'Apple']",Twitter for iPhone,false
KrakenPrices,,"Scans Kraken's main currencies hourly | Also @BittrexPrices @BinancePrices | Not official, we are not @Krakenfx | Business ➡ cryptocurrencies.prices@gmail.com",2018-05-25 21:11:08,3210.0,1,28,False,2021-02-10 21:34:50,"🔄 Prices update in $USD (1 hour):

$BTC - 44801.5 $ (-0.12 %)
$ETH - 1720.93 $ (-0.37 %)
$XRP - 0.49 $    (+1.77 %)… https://t.co/z2o29rZNJ6",,Kraken prices,false
Wild West Crypto Show Featuring Drew & Brent,"Kerrville, TX","Crypto's, Finance, World Events, Success, Entrepreneurs. We give ANYONE 8 min of FAME. Online, podcast, Streaming Parler @WildWestCryptoShow found on https://t.co/E1f5I5Df9A",2018-10-24 14:28:48,5626.0,5905,10741,False,2021-02-10 21:34:23,Daily Country Mile Update #bitcoin #btc #bitcoinnews #crypto #cryptonews https://t.co/EfbUK5tINR,"['bitcoin', 'btc', 'bitcoinnews', 'crypto', 'cryptonews']",Periscope,false
StellarShop,,,2019-07-05 16:26:15,4.0,57,61,False,2021-02-10 21:34:02,"Get 20% off your order today!
https://t.co/omW2wMx8eZ

Stellar, Champion and Bitcoin printed and embroiders hoodies… https://t.co/sgvkzSe0PD",,Buffer,false
Sampo 🧊🔥₿,HODLland,"100% #Bitcoin and freedom. | Contrarian, historian, memer, writer.",2018-10-18 17:02:14,5267.0,5791,117618,False,2021-02-10 21:33:18,#Bitcoin #BTC $BTC $XBT #BitcoinMemes #Memes https://t.co/sBvm7ASLH5,"['Bitcoin', 'BTC', 'BitcoinMemes', 'Memes']",Twitter Web App,false
GuruOfInvesting,,Amateur investor to share my tips and opinions. IG: guru_of_investing,2021-01-03 13:27:53,37.0,111,135,False,2021-02-10 21:33:17,"Which is more volatile, $TSLA or #BTC? #Bitcoin #tesla","['BTC', 'Bitcoin', 'tesla']",Twitter for iPhone,false
@Resiliencia,blockchain,"I write daily on #HIVE ♦️ about cryptocurrency. (📝+100 articles)
This is my journey, take a seat and Enjoy! 😎",2020-01-20 21:46:21,1494.0,4231,9429,False,2021-02-10 21:33:14,"🔥 Dollar Cost Averaging with Bitcoin - Episode #10 - UP to 60%! — LeoFinance https://t.co/zlGEODxhdN 

#Hive #posh… https://t.co/kz2DpQPrKi","['Hive', 'posh']",Twitter Web App,false
Kelly Crypto,,,2010-10-08 08:12:58,236.0,2,0,False,2021-02-10 21:32:22,"FORGET #BITCOIN, #ALTCOINS are MOVING! With https://t.co/BoXdbrOnQv you can analyze where the VOLUME/PRICE is movin… https://t.co/OLDlFq5Fit","['BITCOIN', 'ALTCOINS']",CryptoKelly,false
Sam Apata 🤴🏾🚀🦄✌🏾📶,Lagos | Johannesburg I London,Son of God - LOVE. Husband & father. Tech & Social Entrepreneur. Podcaster. Domain Investor. Go to my portfolio: https://t.co/gtZf0m0GFH,2010-12-03 09:02:17,1063.0,2943,1838,False,2021-02-10 21:32:20,"In May 2010, the price of #Bitcoin grew 1000%, rising from $0.008 to $0.08 for 1 #btc","['Bitcoin', 'btc']",Twitter for iPhone,false
CoolWallet,,The world’s most convenient hardware wallet to securely store and trade your digital assets.,2014-11-25 09:13:50,10398.0,343,4265,False,2021-02-10 21:32:20,"Is there a better-looking crypto #coldwallet than this #YearoftheOx #CoolWallet? Even our staff bought them.
Happy… https://t.co/0sshC3zWAv","['coldwallet', 'YearoftheOx', 'CoolWallet']",Twitter Web App,false
LolitaNola,United States,stock trader-earth dweller-truth seeker- wears a variety of colored 🎩,2011-01-15 18:07:29,1332.0,1181,165,False,2021-02-10 21:31:52,🤝 Follow me on @betfury_io. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform wi… https://t.co/AOKAmE77NV,,Twitter Web App,false
Will Price,,"BS Neuro, MS Biology, OD student #btc #cro #defi",2020-09-11 16:14:13,1.0,56,18,False,2021-02-10 21:31:20,"Now when someone asks me the reasons they should invest in crypto all I have to say is:

1. Elon did it

That tells… https://t.co/iHRNfo8mQ4",,Twitter Web App,false
PiRoyot,,Test Twitter Bot for Pi,2020-06-07 10:46:59,1.0,0,0,False,2021-02-10 21:30:02,"Market Id : BTC-AUD
Last Price :57914.16
24 Hour High :61550
24 Hour Low :57009.19
Best Bid :57914.15
Best Ask : 58095.27
#btc #bitcoin","['btc', 'bitcoin']",HashTagTrendRoy,false
Bitcoin Price,,"Coin prices every 2 hours.   
Data Source : @Bitstamp

Source Code : https://t.co/lNh9JBGouG…",2014-09-03 11:47:09,4279.0,3,3,False,2021-02-10 21:29:51,"1 Bitcoin ( #BTC )
Dollar: 44,656.34$ 

1 Bitcoin Cash ( #BCH )
Dollar: 4,87.49$ 

1 Ethereum ( #ETH )
Dollar: 1,71… https://t.co/HaZZEmEcLi","['BTC', 'BCH', 'ETH']",RdemirTwitBot,false
CryptoCommunityPump,,hey guys! join our crypto community! we vote the coin we pump together!! so everyone make profits from our pump!💯🚀,2021-02-08 10:15:26,68.0,5,1,False,2021-02-10 21:29:11,#bigpumpsignal are SCAMMERS!! Join our Crypto group! We vote the coin as a team and pump it together!!🚀🚀(link in my… https://t.co/whQzLpfhBT,['bigpumpsignal'],Twitter for iPhone,false
CryptoCraker🦞,"New York, USA","#Cryptocurrency Market analysis.
#Bitcoin #Ethereum #BNB #1inch #HTB 
My #BTC Donations adress.
188pwPaS3EP4Qaqasdc8peUFjJjv2Wc1SY",2020-01-07 10:16:48,112.0,284,647,False,2021-02-10 21:28:12,"Swiss National Bank now owns over $5 million worth of #bitcoin  thanks to their Microstrategy, Square and Tesla sto… https://t.co/OojKaOVkFA",['bitcoin'],Twitter for Android,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 21:27:58,"#NEOUSDT hit the fourth target.🚀🚀🚀

69 % profit in the bag up to now.💰💰💰

#neo #neobtc #neousdt $neo #btcusd… https://t.co/pIsXeMXsYs","['NEOUSDT', 'neo', 'neobtc', 'neousdt', 'btcusd']",Twitter Web App,false
Wild West Crypto Show Featuring Drew & Brent,"Kerrville, TX","Crypto's, Finance, World Events, Success, Entrepreneurs. We give ANYONE 8 min of FAME. Online, podcast, Streaming Parler @WildWestCryptoShow found on https://t.co/E1f5I5Df9A",2018-10-24 14:28:48,5626.0,5905,10741,False,2021-02-10 21:26:39,Daily Country Mile Update #bitcoin #btc #bitcoinnews #crypto #cryptonews https://t.co/eAG2KVtC2Z,"['bitcoin', 'btc', 'bitcoinnews', 'crypto', 'cryptonews']",Periscope,false
Tap.Global,Gibraltar,Get split-second access to #crypto #trading and #banking. Regulated in EU for fiat under EU E-Money licence. Regulated for crypto under DLT from @gibfsc $XTP,2018-09-04 03:59:00,4957.0,558,999,False,2021-02-10 21:26:21,We are all at the beginning of #cryptocurrency and we will see so many exciting things happen due to all these amaz… https://t.co/O8GPpL8QFE,['cryptocurrency'],Twitter for iPhone,false
Bitcoin Archive 🗄🚀🌔,Decentralised,Follow as we track #Bitcoin prove them all wrong - Bitcoin never forgets. 🚀🌔,2018-03-06 12:08:27,22406.0,443,39583,False,2021-02-10 21:26:05,"$102m of Bitcoin was just moved from Coinbase to cold storage 🐳🐳🐳

- Institutions are buying #Bitcoin 
😉 

#BTC","['Bitcoin', 'BTC']",Twitter for iPhone,false
Philip Lee,San Francisco,"💸 ecommercer, youtuber, stocks & crypto investor
🚀 PhilipsMoney. Studio - https://t.co/WY8siXHq3J…",2018-05-25 08:02:19,114.0,281,3774,False,2021-02-10 21:25:52,"New Video - https://t.co/0jb6tlo3Ms
CNBS Doesn't Understand Bitcoin 😒 Thinks Elon Musk Is an Idiot 👿

#bitcoin #btc… https://t.co/nZPEzsx1BY","['bitcoin', 'btc']",Twitter Web App,false
CryptoCommunityPump,,hey guys! join our crypto community! we vote the coin we pump together!! so everyone make profits from our pump!💯🚀,2021-02-08 10:15:26,68.0,5,1,False,2021-02-10 21:25:09,#BigPumpSignal is a SCAM! Join our discord!! We have a fair system to vote a coin out &amp; pump it together!!🚀🚀… https://t.co/eWQ42wuNpq,['BigPumpSignal'],Twitter for iPhone,false
Rob Watson,"Winter Garden, FL","Husband, dad, musician, #SpaceHeroInsider, #SpaceX fan, online #BusinessCoach, #PantheonHero, and #WordPress #Meetup organizer for West #Orlando #Florida.",2009-07-02 17:23:15,410.0,388,1315,False,2021-02-10 21:25:04,"“Coinbase just sent you 0.00011186 #BTC.”

*checks #Bitcoin value*
Thanks?","['BTC', 'Bitcoin']",Twitter for iPhone,false
Turan Kar,"Cresskill, NJ",Java Developer #XRP Analysts,2016-12-19 04:26:32,30.0,184,342,False,2021-02-10 21:24:53,"Can Ripple Win SEC Lawsuit ?

#XRP #XRPCommunity #XRPUSD #BTC #Bitcoin #Ripple #ripplexrp #ETH #ETC #SEC  #ElonMusk… https://t.co/OU3xA9HY2w","['XRP', 'XRPCommunity', 'XRPUSD', 'BTC', 'Bitcoin', 'Ripple', 'ripplexrp', 'ETH', 'ETC', 'SEC', 'ElonMusk']",Twitter Web App,false
bulzz i 🎯,,Futurist. Investing enthusiast. Contrarian thinker.,2011-08-02 15:08:04,219.0,262,3875,False,2021-02-10 21:24:52,"Lots of companies starting to accept $BTC as payment. Soon it will be much, much easier to pay in #BTC if you choos… https://t.co/xIxx7FZuSy",['BTC'],Twitter Web App,false
BitcoinAgile,Matter Doesn't Matter,"Breaking News. Bitcoin, Blockchain & Beyond. #bitcoin #blockchain #ethereum #cryptocurrency #crypto #trading #TA #charts $btc $eth",2014-01-07 23:52:46,54889.0,13381,4496,False,2021-02-10 21:23:24,BadgerDAO partners with https://t.co/tXwYesMhBC to build sustainable #bitcoin vaults #crypto #btc https://t.co/vXrzMVth8R,"['bitcoin', 'crypto', 'btc']",bitcoinagile,false
Glen Murray,Vancouver BC,"#AffiliateMarketing, and #NetworkMarketing. Showing you the #1 way to make money online :) Follow this simple process for success https://t.co/af0Oopwnls",2009-03-08 19:04:26,21075.0,22096,12466,False,2021-02-10 21:22:21,Get Instant Access to a PROVEN List of Cryptocurrency BUYERS https://t.co/LhbX2hT7Ru #Crypto #Bitcoin #BTC #BNB… https://t.co/16jpXwV2qe,"['Crypto', 'Bitcoin', 'BTC', 'BNB']",SocialOomph,false
iMadOfficial,www.twitch.com/imadchannel,"Husband, Father, Gamer, Streamer, Crypto investor & Sport enthusiast - Im new to streaming so all support is highly appreciated ❤️ 
#CRYPTO #TRX #BTT #SUN #BTC",2013-08-23 10:57:16,342.0,85,4385,False,2021-02-10 21:20:50,"I'm gonna tell you a joke

#Ethereum GAS fees

That's it, that's the joke

#Tron #Trx #TronNetwork #Tronics… https://t.co/4pD9AcRUMd","['Ethereum', 'Tron', 'Trx', 'TronNetwork', 'Tronics']",Twitter for Android,false
Breakout,Global,Trade like a boss,2020-08-08 18:29:42,2.0,26,18,False,2021-02-10 21:19:52,Where were you all when prices were this low🤣 #BTC #Bitcoin #Litecoin #Ethereum #Crypto https://t.co/EOF0uNPHbj,"['BTC', 'Bitcoin', 'Litecoin', 'Ethereum', 'Crypto']",Twitter for Android,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 21:19:39,"#PERLBTC hit the first red flag (TP1).🚀🚀🚀

32 % profit in the bag already.💰💰💰

#perl #perlbtc #perlusdt $perl #BTC… https://t.co/rPUA71bsat","['PERLBTC', 'perl', 'perlbtc', 'perlusdt', 'BTC']",Twitter Web App,false
Goldmatters,,Mene 24 karat gold jewelry. Passionate about Mene jewelry and Goldmoney. Opinions my own. Earn $5 in Mene credit for signing up for Mene with this invite link:,2010-02-11 23:19:39,3727.0,74,76162,False,2021-02-10 21:18:11,"@elonmusk .
@elonmusk
 understatement of the year. #Bitcoin

 #btc

https://t.co/CqZJRRsQwD","['Bitcoin', 'btc']",Twitter Web App,false
JJP,everywhere and nowhere at all ,#bitcoin,2021-01-14 21:45:45,12.0,76,1072,False,2021-02-10 21:17:50,@gegelsmr I like what I see when I look around 👋💎🙌🚀❤ #bitcoin #btc,"['bitcoin', 'btc']",Twitter for Android,false
ClankApp - Crypto Whales Tracker 🐳,Moon,"Biggest blockchains transactions in real time. Api available: https://t.co/Vkr2eDomy9 🐳 Made in France ❤️ Powered by @blockchair, @whale_alert",2019-04-19 16:31:36,4344.0,3,132,False,2021-02-10 21:17:27,"🚀 🚀2,292 #BTC (106,743,000 USD) move from multiple addresses to unknown wallet
 
Date : 2021-02-10 21:12:08 (GMT 0)… https://t.co/nLfX65BkVQ",['BTC'],ClankApp,false
Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 21:17:01,"🤩$ALPHA 🤩Buy Signal
▶Pair: ALPHA/BTC 
🚦Signal: Hidden Bullish Divergence - Day 
💰Price: 0.00004609 

#btc #bitcoin… https://t.co/XWn3MjanCz","['btc', 'bitcoin']",Genius Crypto,false
Talabi Sunday Abayomi,,#Bitcoin #Dogecoin,2020-10-04 17:10:16,35.0,75,1499,False,2021-02-10 21:16:54,"Electric Coin now has value over paper currency, #Bitcoin #BTC/#USD thumb's up 👍 to  Satoshi Nakamoto.","['Bitcoin', 'BTC', 'USD']",Twitter for Android,false
WeAreJohnGalt ✝️BTC,,#bitcoin,2012-03-01 23:47:09,66.0,364,3908,False,2021-02-10 21:15:59,$btc seems like after these dios we find out some big whale somehow bought a ton....hmm #BTC #bitcoin,"['BTC', 'bitcoin']",Twitter for iPhone,false
Discussions.app,United States ,"Home of Crypto Communities. $ATMOS 

https://t.co/1efwkOq29i",2017-02-09 23:15:24,2141.0,1080,7306,False,2021-02-10 21:15:00,"Kraken: Bitcoin volatility reached its highest level since April 2020

#btc #crypto #bitcoin #exchange 
https://t.co/Xn3YRwMvK4","['btc', 'crypto', 'bitcoin', 'exchange']",TweetDeck,false
EmilyNews,,Fair and Fast updates about HYIPs from https://t.co/1WEDAdILnw. Take care of your investments!,2017-01-16 10:58:53,439.0,1,6,False,2021-02-10 21:14:29,"WARNING! GEMNARIA - OUTSIDE PROJECT - ALERT SIGNALS..! BE CAREFUL..

#EmilyNews #invest #HYIPs #bitcoin #crypto #btc","['EmilyNews', 'invest', 'HYIPs', 'bitcoin', 'crypto', 'btc']",IFTTT,false
bidcoin_channel,,"bidcoin is a revolutionary way to get #cryptocurrencies, such as #bitcoin #btc or #ethereum #eth
Have fun and obtain your reward on https://t.co/e6GIKqoEf7",2019-07-16 17:34:52,25.0,1,1,False,2021-02-10 21:14:01,3️⃣ reasons to #love #bidcoin: fun way to get #crypto / #save up to 70% / safe as but easier than any #exchange! 💪🏼… https://t.co/zETyT9IzcL,"['love', 'bidcoin', 'crypto', 'save', 'exchange']",BidNews,false
jabak,Nope,"The left has nothing going right, and the right has nothing left.",2020-01-31 18:50:31,42.0,201,12050,False,2021-02-10 21:12:46,"BREAKING NEWS:

$STX is going to 10$. It is the Ethereum of Bitcoin. So undervalued!! #blockstack #Bitcoin #BTC $BTC","['blockstack', 'Bitcoin', 'BTC']",Twitter Web App,false
